cu_num,M,N,K,kernelId,splitK,us,kernelName
256,4096,5120,25600,21,0,335.5366,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,4096,6400,5120,23,0,104.9868,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_224x256E
256,4096,12800,5120,24,0,173.0755,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,4096,51200,5120,24,0,615.387,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,8192,800,5120,21,0,41.7607,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,8192,5120,1280,24,0,45.8718,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,8192,5120,5120,23,0,150.9595,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_224x256E
256,8192,5120,6400,24,0,128.6764,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,8192,5120,25600,21,0,515.1458,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,8192,6400,5120,21,0,160.4623,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,8192,12800,5120,24,0,315.7672,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,8192,51200,5120,24,0,1047.6126,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,16384,800,5120,21,0,48.5545,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,16384,5120,1280,24,0,80.3199,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,16384,5120,5120,21,0,213.8374,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,16384,5120,6400,21,0,227.3158,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,16384,5120,25600,21,0,883.88,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,16384,6400,5120,21,0,294.6844,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,16384,12800,5120,24,0,603.8703,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,16384,51200,5120,24,0,2073.2909,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,32768,5120,1280,21,0,155.9821,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,32768,5120,5120,21,0,431.6139,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,32768,5120,6400,24,0,456.7883,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,32768,5120,25600,21,0,1746.4555,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,32768,6400,5120,21,0,555.166,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x512E
256,32768,12800,5120,24,0,1278.2909,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,32768,51200,5120,24,0,4120.485,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,4,16384,4096,22,0,21.86,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E
256,8,18432,16384,22,0,59.6071,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E
256,8,26624,16384,24,0,82.4334,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_256x256E
256,16,16384,16384,23,0,64.5006,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_224x256E
256,16,16384,53248,22,0,172.551,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E
256,16,18432,16384,22,0,60.0972,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E
